"University","Year","Program","GraduationRate"
"UOI",2013,"EDU",.94
"UOI",2013,"ENG",.667
"UOI",2013,"MAT",1
"UOI",2013,"NUR",.815
"UOI",2013,"OHP",.751
"UOI",2013,"PSC",.556
"UOI",2013,"SSC",.657
"UOI",2013,"OAV",.714
"UOI",2012,"ABS",.544
"UOI",2012,"BCO",.708
"UOI",2012,"CSC",.625
"UOI",2012,"EDU",.897
"UOI",2012,"ENG",.643
"UOI",2012,"NUR",.744
"UOI",2012,"OHP",.669
"UOI",2012,"PSC",.588
"UOI",2012,"SSC",.608
"UOI",2012,"OAV",.676
"UOI",2011,"ABS",.595
"UOI",2011,"BCO",.646
"UOI",2011,"EDU",.893
"UOI",2011,"ENG",.746
"UOI",2011,"NUR",.707
"UOI",2011,"OHP",.68
"UOI",2011,"PSC",.615
"UOI",2011,"SSC",.624
"UOI",2011,"OAV",.69
"UOI",2010,"ABS",.589
"UOI",2010,"BCO",.759
"UOI",2010,"EDU",.91
"UOI",2010,"ENG",.725
"UOI",2010,"NUR",.807
"UOI",2010,"OAS",.45
"UOI",2010,"OHP",.545
"UOI",2010,"SSC",.648
"UOI",2010,"OAV",.73
"WAT",2014,"BCO",.791
"WAT",2014,"OAS",.768
"WAT",2013,"BCO",.791
"WAT",2013,"OAS",.746
"WAT",2012,"BCO",.774
"WAT",2012,"OAS",.738
"WAT",2011,"BCO",.76
"WAT",2011,"OAS",.721
"WAT",2010,"BCO",.847
"WAT",2010,"OAS",.775
"WAT",2009,"BCO",.83
"WAT",2009,"OAS",.728
"WAT",2008,"BCO",.788
"WAT",2008,"OAS",.711
"WAT",2007,"BCO",.923
"WAT",2007,"OAS",.737
"WAT",2006,"BCO",.955
"WAT",2006,"OAS",.727
"WAT",2005,"BCO",.951
"WAT",2005,"OAS",.707
"WAT",2004,"BCO",.976
"WAT",2004,"OAS",.713
"WAT",2003,"BCO",.926
"WAT",2003,"OAS",.708
"WBR",2014,"BCO",.895
"WBR",2014,"FAA",1
"WBR",2014,"FSN",.747
"WBR",2014,"KRP",1
"WBR",2014,"OAS",.761
"WBR",2014,"OHP",.706
"WBR",2012,"BCO",.905
"WBR",2012,"FAA",.5
"WBR",2012,"FSN",.881
"WBR",2012,"KRP",1
"WBR",2012,"OAS",.768
"WBR",2012,"OHP",.6
"WBR",2009,"BCO",.88
"WBR",2009,"FAA",.763
"WBR",2009,"FSN",.813
"WBR",2009,"HUM",.843
"WBR",2009,"KRP",.819
"WBR",2009,"OAS",.788
"WBR",2009,"OHP",.877
"WBR",2009,"SSC",.899
"WBR",2009,"THE",.692
"WBR",2007,"BCO",.861
"WBR",2007,"FAA",.815
"WBR",2007,"FSN",.833
"WBR",2007,"HUM",.798
"WBR",2007,"KRP",.834
"WBR",2007,"OAS",.741
"WBR",2007,"OHP",.86
"WBR",2007,"SSC",.849
"WBR",2006,"BCO",.861
"WBR",2006,"FAA",.815
"WBR",2006,"FSN",.833
"WBR",2006,"HUM",.798
"WBR",2006,"KRP",.834
"WBR",2006,"OAS",.741
"WBR",2006,"OHP",.86
"WBR",2006,"SSC",.849
"WBR",2005,"BCO",.804
"WBR",2005,"FAA",.799
"WBR",2005,"FSN",.923
"WBR",2005,"KRP",.778
"WBR",2005,"OAS",.736
"WBR",2005,"THE",.667
"WHC",2014,"BCO",.87
"WHC",2014,"HUM",.889
"WHC",2014,"OAS",.697
"WHC",2014,"THE",.833
"WHC",2014,"OAV",.822
"WKI",2014,"BCO",.834
"WKI",2014,"HUM",.625
"WKI",2014,"OAS",.698
"WKI",2014,"SSC",.73
"WKI",2014,"OAV",.722
"WKI",2013,"BCO",.81
"WKI",2013,"HUM",.8
"WKI",2013,"OAS",.73
"WKI",2013,"SSC",.76
"WKI",2013,"OAV",.75
"WKI",2012,"BCO",.8
"WKI",2012,"HUM",.72
"WKI",2012,"OAS",.67
"WKI",2012,"SSC",.84
"WKI",2012,"OAV",.71
"WKI",2011,"BCO",.784
"WKI",2011,"HUM",.75
"WKI",2011,"OAS",.73
"WKI",2011,"SSC",.873
"WKI",2011,"THE",.5
"WKI",2011,"OAV",.749
"WKI",2010,"BCO",.87
"WKI",2010,"HUM",.807
"WKI",2010,"KRP",.941
"WKI",2010,"OAS",.812
"WKI",2010,"SSC",.867
"WKI",2010,"OAV",.826
"WKI",2007,"BCO",.88
"WKI",2007,"HUM",.88
"WKI",2007,"SSC",.88
"WKI",2005,"BCO",.804
"WKI",2005,"OAS",.736
"WKI",2004,"OAS",.705
"WKI",2003,"BCO",.87
"WKI",2003,"HUM",.807
"WKI",2003,"KRP",.941
"WKI",2003,"OAS",.812
"WKI",2003,"SSC",.867
"WKI",2003,"OAV",.826
"WMC",2014,"BCO",.861
"WMC",2014,"DEN",1
"WMC",2014,"EDU",.989
"WMC",2014,"ENG",.852
"WMC",2014,"FAA",.805
"WMC",2014,"FSN",1
"WMC",2014,"HUM",.83
"WMC",2014,"KRP",.851
"WMC",2014,"LAW",.975
"WMC",2014,"MRP",.987
"WMC",2014,"NUR",.911
"WMC",2014,"OAS",.802
"WMC",2014,"OHP",.838
"WMC",2013,"BCO",.853
"WMC",2013,"DEN",.963
"WMC",2013,"EDU",.992
"WMC",2013,"ENG",.776
"WMC",2013,"FAA",.817
"WMC",2013,"FSN",1
"WMC",2013,"HUM",.841
"WMC",2013,"KRP",.843
"WMC",2013,"LAW",.974
"WMC",2013,"MRP",1
"WMC",2013,"NUR",.913
"WMC",2013,"OAS",.764
"WMC",2013,"OHP",.818
"WMC",2012,"BCO",.808
"WMC",2012,"DEN",1
"WMC",2012,"EDU",.987
"WMC",2012,"ENG",.799
"WMC",2012,"FAA",.779
"WMC",2012,"FSN",1
"WMC",2012,"HUM",.87
"WMC",2012,"KRP",.877
"WMC",2012,"LAW",.964
"WMC",2012,"MRP",.993
"WMC",2012,"NUR",.9
"WMC",2012,"OAS",.785
"WMC",2012,"OHP",.844
"WMC",2011,"BCO",.831
"WMC",2011,"DEN",.897
"WMC",2011,"EDU",.993
"WMC",2011,"ENG",.764
"WMC",2011,"FAA",.789
"WMC",2011,"FSN",.75
"WMC",2011,"HUM",.809
"WMC",2011,"KRP",.863
"WMC",2011,"LAW",.961
"WMC",2011,"MRP",1
"WMC",2011,"NUR",.908
"WMC",2011,"OAS",.76
"WMC",2011,"OHP",.832
"WMC",2010,"BCO",.874
"WMC",2010,"DEN",.942
"WMC",2010,"EDU",.983
"WMC",2010,"ENG",.824
"WMC",2010,"FAA",.848
"WMC",2010,"FSN",.857
"WMC",2010,"HUM",.852
"WMC",2010,"KRP",.91
"WMC",2010,"LAW",.94
"WMC",2010,"MRP",.97
"WMC",2010,"NUR",.99
"WMC",2010,"OAS",.85
"WMC",2010,"OHP",.898
"WMC",2009,"BCO",.88
"WMC",2009,"DEN",.946
"WMC",2009,"EDU",.987
"WMC",2009,"ENG",.789
"WMC",2009,"FAA",.763
"WMC",2009,"FSN",.813
"WMC",2009,"HUM",.843
"WMC",2009,"KRP",.819
"WMC",2009,"LAW",.926
"WMC",2009,"MRP",.993
"WMC",2009,"NUR",.985
"WMC",2009,"OAS",.788
"WMC",2009,"OHP",.877
"WMC",2009,"SSC",.899
"WMC",2009,"THE",.692
"WMC",2008,"BCO",.812
"WMC",2008,"DEN",.929
"WMC",2008,"EDU",.992
"WMC",2008,"ENG",.795
"WMC",2008,"FAA",.757
"WMC",2008,"FSN",.815
"WMC",2008,"HUM",.772
"WMC",2008,"KRP",.818
"WMC",2008,"LAW",.987
"WMC",2008,"MRP",.992
"WMC",2008,"NUR",.964
"WMC",2008,"OAS",.744
"WMC",2008,"OHP",.85
"WMC",2008,"SSC",.98
"WMC",2008,"THE",.917
"WMC",2007,"BCO",.861
"WMC",2007,"DEN",.962
"WMC",2007,"EDU",.98
"WMC",2007,"ENG",.749
"WMC",2007,"FAA",.815
"WMC",2007,"FSN",.833
"WMC",2007,"HUM",.798
"WMC",2007,"KRP",.834
"WMC",2007,"LAW",.942
"WMC",2007,"MRP",1
"WMC",2007,"NUR",.925
"WMC",2007,"OAS",.741
"WMC",2007,"OHP",.86
"WMC",2007,"SSC",.849
"WMC",2006,"BCO",.844
"WMC",2006,"DEN",1
"WMC",2006,"EDU",.988
"WMC",2006,"ENG",.741
"WMC",2006,"FAA",.783
"WMC",2006,"FSN",.882
"WMC",2006,"KRP",.798
"WMC",2006,"LAW",.936
"WMC",2006,"MRP",1
"WMC",2006,"NUR",.871
"WMC",2006,"OAS",.741
"WMC",2006,"OHP",.851
"WMC",2006,"SSC",.823
"WMC",2006,"THE",1
"WMC",2006,"TRE",.966
"WMC",2005,"BCO",.804
"WMC",2005,"DEN",.981
"WMC",2005,"EDU",.981
"WMC",2005,"ENG",.754
"WMC",2005,"FAA",.799
"WMC",2005,"FSN",.923
"WMC",2005,"KRP",.778
"WMC",2005,"LAW",.953
"WMC",2005,"MRP",.99
"WMC",2005,"NUR",.88
"WMC",2005,"OAS",.736
"WMC",2005,"THE",.667
"WMC",2004,"BCO",.775
"WMC",2004,"DEN",.958
"WMC",2004,"EDU",.98
"WMC",2004,"ENG",.742
"WMC",2004,"FAA",.737
"WMC",2004,"FSN",.818
"WMC",2004,"KRP",.79
"WMC",2004,"LAW",.942
"WMC",2004,"MRP",.99
"WMC",2004,"NUR",.857
"WMC",2004,"OAS",.705
"WMC",2003,"BCO",.819
"WMC",2003,"DEN",1
"WMC",2003,"EDU",.983
"WMC",2003,"ENG",.738
"WMC",2003,"FAA",.771
"WMC",2003,"FSN",.775
"WMC",2003,"KRP",.803
"WMC",2003,"LAW",.946
"WMC",2003,"MRP",.97
"WMC",2003,"NUR",.889
"WMC",2003,"OAS",.708
"WMC",2003,"THE",.571
"WLA",2014,"ABS",.521
"WLA",2014,"BCO",.885
"WLA",2014,"CSC",.615
"WLA",2014,"EDU",.96
"WLA",2014,"FAA",.805
"WLA",2014,"HUM",.8
"WLA",2014,"JOU",.667
"WLA",2014,"KRP",.879
"WLA",2014,"MAT",.603
"WLA",2014,"OAS",.734
"WLA",2014,"PSC",.574
"WLA",2014,"SSC",.72
"WLA",2014,"OAV",.777
"WLA",2013,"ABS",.684
"WLA",2013,"BCO",.872
"WLA",2013,"CSC",.46
"WLA",2013,"EDU",.924
"WLA",2013,"FAA",.719
"WLA",2013,"HUM",.714
"WLA",2013,"JOU",.667
"WLA",2013,"KRP",.927
"WLA",2013,"MAT",.649
"WLA",2013,"OAS",.715
"WLA",2013,"PSC",.717
"WLA",2013,"SSC",.724
"WLA",2013,"OAV",.768
"WLA",2012,"ABS",.677
"WLA",2012,"BCO",.885
"WLA",2012,"CSC",.545
"WLA",2012,"EDU",.958
"WLA",2012,"FAA",.79
"WLA",2012,"HUM",.667
"WLA",2012,"JOU",.773
"WLA",2012,"KRP",.894
"WLA",2012,"MAT",.788
"WLA",2012,"OAS",.726
"WLA",2012,"PSC",.653
"WLA",2012,"SSC",.72
"WLA",2012,"OAV",.77
"WLA",2011,"ABS",.695
"WLA",2011,"BCO",.879
"WLA",2011,"CSC",.567
"WLA",2011,"FAA",.721
"WLA",2011,"HUM",.715
"WLA",2011,"KRP",.902
"WLA",2011,"MAT",.528
"WLA",2011,"OAS",.677
"WLA",2011,"PSC",.615
"WLA",2011,"SSC",.707
"WLA",2011,"OAV",.748
"WLA",2010,"ABS",.761
"WLA",2010,"BCO",.921
"WLA",2010,"CSC",.767
"WLA",2010,"FAA",.784
"WLA",2010,"HUM",.829
"WLA",2010,"KRP",.888
"WLA",2010,"MAT",.908
"WLA",2010,"OAS",.816
"WLA",2010,"PSC",.684
"WLA",2010,"SSC",.814
"WLA",2010,"OAV",.842
"WLA",2009,"ABS",.571
"WLA",2009,"BCO",.877
"WLA",2009,"CSC",.659
"WLA",2009,"FAA",.802
"WLA",2009,"HUM",.784
"WLA",2009,"KRP",.943
"WLA",2009,"MAT",.654
"WLA",2009,"OAS",.773
"WLA",2009,"SSC",.782
"WLA",2009,"OAV",.801
"WLA",2008,"ABS",.59
"WLA",2008,"BCO",.891
"WLA",2008,"CSC",.629
"WLA",2008,"FAA",.718
"WLA",2008,"HUM",.774
"WLA",2008,"KRP",.956
"WLA",2008,"MAT",.815
"WLA",2008,"OAS",.671
"WLA",2008,"PSC",.727
"WLA",2008,"SSC",.768
"WLA",2007,"ABS",.667
"WLA",2007,"BCO",.892
"WLA",2007,"CSC",.633
"WLA",2007,"FAA",.831
"WLA",2007,"HUM",.779
"WLA",2007,"KRP",.94
"WLA",2007,"MAT",.522
"WLA",2007,"OAS",.639
"WLA",2007,"SSC",.764
"WLA",2006,"ABS",.64
"WLA",2006,"BCO",.935
"WLA",2006,"CSC",.659
"WLA",2006,"FAA",.765
"WLA",2006,"HUM",.757
"WLA",2006,"KRP",.896
"WLA",2006,"MAT",.591
"WLA",2006,"OAS",.68
"WLA",2006,"PSC",.6
"WLA",2006,"SSC",.78
"WLA",2005,"ABS",.655
"WLA",2005,"BCO",.912
"WLA",2005,"CSC",.575
"WLA",2005,"FAA",.651
"WLA",2005,"HUM",.761
"WLA",2005,"KRP",.86
"WLA",2005,"MAT",.474
"WLA",2005,"OAS",.583
"WLA",2005,"PSC",1
"WLA",2005,"SSC",.785
"WLA",2004,"ABS",.696
"WLA",2004,"BCO",.891
"WLA",2004,"CSC",.432
"WLA",2004,"FAA",.732
"WLA",2004,"HUM",.729
"WLA",2004,"KRP",.821
"WLA",2004,"MAT",.789
"WLA",2004,"OAS",.766
"WLA",2004,"PSC",.556
"WLA",2004,"SSC",.77
"WLA",2003,"ABS",.8
"WLA",2003,"BCO",.892
"WLA",2003,"CSC",.609
"WLA",2003,"FAA",.795
"WLA",2003,"HUM",.804
"WLA",2003,"KRP",.894
"WLA",2003,"MAT",.64
"WLA",2003,"OAS",.729
"WLA",2003,"PSC",.625
"WLA",2003,"SSC",.757
"WIN",2014,"ABS",.708
"WIN",2014,"BCO",.611
"WIN",2014,"CSC",.611
"WIN",2014,"EDU",.986
"WIN",2014,"ENG",.69
"WIN",2014,"FAA",.718
"WIN",2014,"HUM",.653
"WIN",2014,"KRP",.777
"WIN",2014,"LAW",.867
"WIN",2014,"MAT",.615
"WIN",2014,"NUR",.865
"WIN",2014,"OAS",.572
"WIN",2014,"OHP",.5
"WIN",2014,"PSC",.757
"WIN",2014,"SSC",.576
"WIN",2014,"OAV",.735
"WIN",2013,"ABS",.639
"WIN",2013,"BCO",.595
"WIN",2013,"CSC",.651
"WIN",2013,"EDU",.989
"WIN",2013,"ENG",.719
"WIN",2013,"FAA",.601
"WIN",2013,"HUM",.633
"WIN",2013,"KRP",.72
"WIN",2013,"LAW",.929
"WIN",2013,"MAT",.857
"WIN",2013,"NUR",.873
"WIN",2013,"OAS",.527
"WIN",2013,"OHP",1
"WIN",2013,"PSC",.702
"WIN",2013,"SSC",.618
"WIN",2013,"OAV",.729
"WIN",2012,"ABS",.64
"WIN",2012,"BCO",.584
"WIN",2012,"CSC",.526
"WIN",2012,"EDU",.986
"WIN",2012,"ENG",.678
"WIN",2012,"FAA",.696
"WIN",2012,"HUM",.664
"WIN",2012,"KRP",.774
"WIN",2012,"LAW",.913
"WIN",2012,"MAT",.618
"WIN",2012,"NUR",.853
"WIN",2012,"OAS",.575
"WIN",2012,"OHP",.5
"WIN",2012,"PSC",.892
"WIN",2012,"SSC",.619
"WIN",2012,"OAV",.739
"WIN",2011,"ABS",.74
"WIN",2011,"BCO",.637
"WIN",2011,"CSC",.481
"WIN",2011,"EDU",.978
"WIN",2011,"ENG",.673
"WIN",2011,"FAA",.647
"WIN",2011,"HUM",.641
"WIN",2011,"KRP",.856
"WIN",2011,"LAW",.901
"WIN",2011,"MAT",.704
"WIN",2011,"NUR",.847
"WIN",2011,"OAS",.543
"WIN",2011,"PSC",.7
"WIN",2011,"SSC",.623
"WIN",2011,"OAV",.737
"WIN",2010,"ABS",.699
"WIN",2010,"BCO",.697
"WIN",2010,"CSC",.67
"WIN",2010,"EDU",.991
"WIN",2010,"ENG",.777
"WIN",2010,"FAA",.718
"WIN",2010,"HUM",.716
"WIN",2010,"KRP",.907
"WIN",2010,"LAW",.887
"WIN",2010,"MAT",.772
"WIN",2010,"NUR",.905
"WIN",2010,"OAS",.579
"WIN",2010,"PSC",.829
"WIN",2010,"SSC",.676
"WIN",2010,"OAV",.758
"WIN",2009,"ABS",.609
"WIN",2009,"BCO",.639
"WIN",2009,"CSC",.554
"WIN",2009,"EDU",.993
"WIN",2009,"ENG",.758
"WIN",2009,"FAA",.717
"WIN",2009,"HUM",.611
"WIN",2009,"KRP",.795
"WIN",2009,"LAW",.876
"WIN",2009,"MAT",.75
"WIN",2009,"NUR",.844
"WIN",2009,"OAS",.504
"WIN",2009,"PSC",.667
"WIN",2009,"SSC",.683
"WIN",2009,"OAV",.742
"WIN",2008,"ABS",.626
"WIN",2008,"BCO",.619
"WIN",2008,"CSC",.579
"WIN",2008,"EDU",.981
"WIN",2008,"ENG",.67
"WIN",2008,"FAA",.629
"WIN",2008,"HUM",.623
"WIN",2008,"KRP",.777
"WIN",2008,"LAW",.954
"WIN",2008,"MAT",.526
"WIN",2008,"NUR",.791
"WIN",2008,"OAS",.453
"WIN",2008,"PSC",.652
"WIN",2008,"SSC",.63
"WIN",2007,"ABS",.607
"WIN",2007,"BCO",.664
"WIN",2007,"CSC",.618
"WIN",2007,"EDU",.996
"WIN",2007,"ENG",.788
"WIN",2007,"FAA",.713
"WIN",2007,"HUM",.662
"WIN",2007,"KRP",.744
"WIN",2007,"LAW",.927
"WIN",2007,"MAT",.75
"WIN",2007,"NUR",.75
"WIN",2007,"OAS",.425
"WIN",2007,"PSC",.625
"WIN",2007,"SSC",.606
"WIN",2007,"OAV",.724
"WIN",2006,"ABS",.586
"WIN",2006,"BCO",.667
"WIN",2006,"CSC",.628
"WIN",2006,"EDU",.991
"WIN",2006,"ENG",.693
"WIN",2006,"FAA",.667
"WIN",2006,"HUM",.606
"WIN",2006,"KRP",.762
"WIN",2006,"LAW",.897
"WIN",2006,"MAT",.625
"WIN",2006,"NUR",.742
"WIN",2006,"OAS",.494
"WIN",2006,"PSC",.571
"WIN",2006,"SSC",.633
"WIN",2006,"OAV",.723
"WIN",2005,"ABS",.72
"WIN",2005,"BCO",.629
"WIN",2005,"CSC",.637
"WIN",2005,"EDU",.995
"WIN",2005,"ENG",.685
"WIN",2005,"FAA",.652
"WIN",2005,"HUM",.663
"WIN",2005,"KRP",.779
"WIN",2005,"LAW",.893
"WIN",2005,"MAT",.778
"WIN",2005,"NUR",.641
"WIN",2005,"OAS",.502
"WIN",2005,"PSC",.677
"WIN",2005,"SSC",.615
"WIN",2005,"OAV",.722
"WIN",2004,"ABS",.568
"WIN",2004,"BCO",.679
"WIN",2004,"CSC",.598
"WIN",2004,"EDU",.989
"WIN",2004,"ENG",.709
"WIN",2004,"FAA",.649
"WIN",2004,"HUM",.653
"WIN",2004,"KRP",.81
"WIN",2004,"LAW",.887
"WIN",2004,"MAT",.8
"WIN",2004,"NUR",.694
"WIN",2004,"OAS",.561
"WIN",2004,"PSC",.592
"WIN",2004,"SSC",.668
"WIN",2004,"OAV",.737
"WIN",2003,"ABS",.636
"WIN",2003,"BCO",.589
"WIN",2003,"CSC",.653
"WIN",2003,"EDU",.993
"WIN",2003,"ENG",.698
"WIN",2003,"FAA",.601
"WIN",2003,"HUM",.63
"WIN",2003,"KRP",.757
"WIN",2003,"LAW",.933
"WIN",2003,"MAT",.471
"WIN",2003,"NUR",.642
"WIN",2003,"OAS",.558
"WIN",2003,"PSC",.629
"WIN",2003,"SSC",.614
"WIN",2003,"OAV",.711
"YOR",2014,"ABS",.71
"YOR",2014,"BCO",.766
"YOR",2014,"CSC",.599
"YOR",2014,"EDU",.99
"YOR",2014,"ENG",.719
"YOR",2014,"FAA",.685
"YOR",2014,"HUM",.704
"YOR",2014,"KRP",.679
"YOR",2014,"LAW",.947
"YOR",2014,"MAT",.571
"YOR",2014,"OAS",.511
"YOR",2014,"PSC",.598
"YOR",2014,"SSC",.681
"YOR",2014,"OAV",.725
"YOR",2013,"ABS",.7
"YOR",2013,"BCO",.828
"YOR",2013,"CSC",.496
"YOR",2013,"EDU",.976
"YOR",2013,"ENG",.559
"YOR",2013,"FAA",.684
"YOR",2013,"HUM",.685
"YOR",2013,"KRP",.67
"YOR",2013,"LAW",.939
"YOR",2013,"MAT",.767
"YOR",2013,"NUR",1
"YOR",2013,"OAS",.523
"YOR",2013,"PSC",.615
"YOR",2013,"SSC",.695
"YOR",2013,"OAV",.732
"YOR",2012,"ABS",.634
"YOR",2012,"BCO",.766
"YOR",2012,"CSC",.538
"YOR",2012,"EDU",.972
"YOR",2012,"ENG",.621
"YOR",2012,"FAA",.691
"YOR",2012,"HUM",.707
"YOR",2012,"KRP",.739
"YOR",2012,"LAW",.945
"YOR",2012,"MAT",.673
"YOR",2012,"OAS",.63
"YOR",2012,"PSC",.52
"YOR",2012,"SSC",.7
"YOR",2012,"OAV",.733
"YOR",2011,"ABS",.71
"YOR",2011,"BCO",.773
"YOR",2011,"CSC",.654
"YOR",2011,"EDU",.976
"YOR",2011,"FAA",.715
"YOR",2011,"HUM",.687
"YOR",2011,"KRP",.721
"YOR",2011,"LAW",.937
"YOR",2011,"MAT",.671
"YOR",2011,"OAS",.647
"YOR",2011,"PSC",.617
"YOR",2011,"SSC",.688
"YOR",2010,"ABS",.786
"YOR",2010,"BCO",.759
"YOR",2010,"CSC",.654
"YOR",2010,"EDU",.983
"YOR",2010,"ENG",.694
"YOR",2010,"FAA",.732
"YOR",2010,"HUM",.753
"YOR",2010,"KRP",.785
"YOR",2010,"LAW",.974
"YOR",2010,"MAT",.648
"YOR",2010,"OAS",.643
"YOR",2010,"PSC",.653
"YOR",2010,"SSC",.752
"YOR",2010,"OAV",.765
"YOR",2009,"ABS",.71
"YOR",2009,"BCO",.773
"YOR",2009,"CSC",.654
"YOR",2009,"EDU",.976
"YOR",2009,"FAA",.715
"YOR",2009,"HUM",.687
"YOR",2009,"KRP",.721
"YOR",2009,"LAW",.937
"YOR",2009,"MAT",.671
"YOR",2009,"OAS",.647
"YOR",2009,"PSC",.617
"YOR",2009,"SSC",.688
"YOR",2009,"OAV",.739
"YOR",2008,"ABS",.677
"YOR",2008,"BCO",.734
"YOR",2008,"CSC",.611
"YOR",2008,"EDU",.986
"YOR",2008,"FAA",.731
"YOR",2008,"HUM",.709
"YOR",2008,"KRP",.684
"YOR",2008,"LAW",.951
"YOR",2008,"MAT",.681
"YOR",2008,"OAS",.643
"YOR",2008,"PSC",.618
"YOR",2008,"SSC",.692
"YOR",2008,"OAV",.739
"YOR",2007,"ABS",.705
"YOR",2007,"BCO",.754
"YOR",2007,"CSC",.608
"YOR",2007,"EDU",.983
"YOR",2007,"FAA",.672
"YOR",2007,"HUM",.646
"YOR",2007,"KRP",.66
"YOR",2007,"LAW",.919
"YOR",2007,"MAT",.714
"YOR",2007,"OAS",.4
"YOR",2007,"PSC",.622
"YOR",2007,"SSC",.687
"YOR",2007,"OAV",.714
"YOR",2006,"ABS",.656
"YOR",2006,"BCO",.728
"YOR",2006,"CSC",.562
"YOR",2006,"EDU",.979
"YOR",2006,"FAA",.6
"YOR",2006,"HUM",.648
"YOR",2006,"KRP",.702
"YOR",2006,"LAW",.931
"YOR",2006,"MAT",.457
"YOR",2006,"NUR",.833
"YOR",2006,"OAS",.382
"YOR",2006,"PSC",.564
"YOR",2006,"SSC",.627
"YOR",2005,"ABS",.542
"YOR",2005,"BCO",.686
"YOR",2005,"CSC",.5
"YOR",2005,"EDU",.977
"YOR",2005,"FAA",.643
"YOR",2005,"HUM",.633
"YOR",2005,"KRP",.655
"YOR",2005,"LAW",.924
"YOR",2005,"MAT",.588
"YOR",2005,"OAS",.422
"YOR",2005,"PSC",.578
"YOR",2005,"SSC",.658
"YOR",2004,"ABS",.562
"YOR",2004,"BCO",.691
"YOR",2004,"CSC",.584
"YOR",2004,"EDU",.97
"YOR",2004,"FAA",.595
"YOR",2004,"HUM",.645
"YOR",2004,"KRP",.656
"YOR",2004,"LAW",.942
"YOR",2004,"MAT",.64
"YOR",2004,"OAS",.561
"YOR",2004,"PSC",.683
"YOR",2004,"SSC",.671
"YOR",2003,"ABS",.602
"YOR",2003,"BCO",.734
"YOR",2003,"CSC",.569
"YOR",2003,"EDU",.981
"YOR",2003,"FAA",.568
"YOR",2003,"HUM",.627
"YOR",2003,"KRP",.668
"YOR",2003,"LAW",.927
"YOR",2003,"MAT",.722
"YOR",2003,"OAS",.525
"YOR",2003,"PSC",.585
"YOR",2003,"SSC",.664
