"Program","Year","Schedule","Period","Salary-Range","Salary-N"
"MED",2012,"FT",6,"60-70",33
"NUR",2012,"FT",6,"20-30",29
"NUR",2012,"FT",6,"30-40",81
"NUR",2012,"FT",6,"40-50",141
"NUR",2012,"FT",6,"50-60",330
"NUR",2012,"FT",6,"60-70",229
"NUR",2012,"FT",6,"70-80",47
"NUR",2012,"FT",6,"80-90",40
"NUR",2012,"FT",6,"90-100",26
"NUR",2012,"FT",6,">100",10
"OAS",2012,"FT",6,"0-10",27
"OAS",2012,"FT",6,"10-20",77
"OAS",2012,"FT",6,"20-30",125
"OAS",2012,"FT",6,"30-40",100
"OAS",2012,"FT",6,"40-50",74
"OAS",2012,"FT",6,"50-60",50
"OAS",2012,"FT",6,"60-70",26
"OAS",2012,"FT",6,"80-90",12
"OAS",2012,"FT",6,"90-100",10
"OAS",2012,"FT",6,">100",25
"PHA",2012,"FT",6,"70-80",22
"PHA",2012,"FT",6,"80-90",31
"PHA",2012,"FT",6,"90-100",29
"PHA",2012,"FT",6,">100",27
"PSC",2012,"FT",6,"10-20",13
"PSC",2012,"FT",6,"20-30",42
"PSC",2012,"FT",6,"30-40",27
"PSC",2012,"FT",6,"40-50",21
"PSC",2012,"FT",6,"50-60",19
"SSC",2012,"FT",6,"0-10",127
"SSC",2012,"FT",6,"10-20",447
"SSC",2012,"FT",6,"20-30",814
"SSC",2012,"FT",6,"30-40",775
"SSC",2012,"FT",6,"40-50",511
"SSC",2012,"FT",6,"50-60",322
"SSC",2012,"FT",6,"60-70",117
"SSC",2012,"FT",6,"70-80",58
"SSC",2012,"FT",6,"80-90",23
"SSC",2012,"FT",6,"90-100",21
"SSC",2012,"FT",6,">100",33
"THE",2012,"FT",6,"30-40",12
"VME",2012,"FT",6,"60-70",16
"VME",2012,"FT",6,"70-80",10
"ABS",2012,"FT",24,"0-10",25
"ABS",2012,"FT",24,"10-20",74
"ABS",2012,"FT",24,"20-30",149
"ABS",2012,"FT",24,"30-40",165
"ABS",2012,"FT",24,"40-50",130
"ABS",2012,"FT",24,"50-60",99
"ABS",2012,"FT",24,"60-70",54
"ABS",2012,"FT",24,"70-80",22
"ALA",2012,"FT",24,"30-40",22
"ALA",2012,"FT",24,"40-50",20
"ALA",2012,"FT",24,"50-60",16
"BCO",2012,"FT",24,"0-10",19
"BCO",2012,"FT",24,"10-20",55
"BCO",2012,"FT",24,"20-30",141
"BCO",2012,"FT",24,"30-40",499
"BCO",2012,"FT",24,"40-50",666
"BCO",2012,"FT",24,"50-60",601
"BCO",2012,"FT",24,"60-70",429
"BCO",2012,"FT",24,"70-80",203
"BCO",2012,"FT",24,"80-90",112
"BCO",2012,"FT",24,"90-100",48
"BCO",2012,"FT",24,">100",109
"CSC",2012,"FT",24,"30-40",22
"CSC",2012,"FT",24,"40-50",33
"CSC",2012,"FT",24,"50-60",67
"CSC",2012,"FT",24,"60-70",76
"CSC",2012,"FT",24,"70-80",40
"CSC",2012,"FT",24,"80-90",30
"CSC",2012,"FT",24,"90-100",14
"CSC",2012,"FT",24,">100",48
"DEN",2012,"FT",24,">100",25
"EDU",2012,"FT",24,"0-10",25
"EDU",2012,"FT",24,"10-20",107
"EDU",2012,"FT",24,"20-30",343
"EDU",2012,"FT",24,"30-40",425
"EDU",2012,"FT",24,"40-50",459
"EDU",2012,"FT",24,"50-60",553
"EDU",2012,"FT",24,"60-70",158
"EDU",2012,"FT",24,"70-80",57
"EDU",2012,"FT",24,"80-90",26
"EDU",2012,"FT",24,"90-100",14
"ENG",2012,"FT",24,"0-10",10
"ENG",2012,"FT",24,"10-20",30
"ENG",2012,"FT",24,"20-30",51
"ENG",2012,"FT",24,"30-40",50
"ENG",2012,"FT",24,"40-50",167
"ENG",2012,"FT",24,"50-60",358
"ENG",2012,"FT",24,"60-70",373
"ENG",2012,"FT",24,"70-80",252
"ENG",2012,"FT",24,"80-90",112
"ENG",2012,"FT",24,"90-100",73
"ENG",2012,"FT",24,">100",151
"FAA",2012,"FT",24,"0-10",23
"FAA",2012,"FT",24,"10-20",92
"FAA",2012,"FT",24,"20-30",158
"FAA",2012,"FT",24,"30-40",148
"FAA",2012,"FT",24,"40-50",143
"FAA",2012,"FT",24,"50-60",48
"FAA",2012,"FT",24,"60-70",28
"FSN",2012,"FT",24,"10-20",21
"FSN",2012,"FT",24,"20-30",43
"FSN",2012,"FT",24,"30-40",49
"FSN",2012,"FT",24,"40-50",35
"FSN",2012,"FT",24,"50-60",33
"FSN",2012,"FT",24,"60-70",25
"HPR",2012,"FT",24,"10-20",15
"HPR",2012,"FT",24,"20-30",47
"HPR",2012,"FT",24,"30-40",56
"HPR",2012,"FT",24,"40-50",42
"HPR",2012,"FT",24,"50-60",60
"HPR",2012,"FT",24,"60-70",62
"HPR",2012,"FT",24,"70-80",26
"HPR",2012,"FT",24,"80-90",17
"HUM",2012,"FT",24,"0-10",48
"HUM",2012,"FT",24,"10-20",189
"HUM",2012,"FT",24,"20-30",346
"HUM",2012,"FT",24,"30-40",458
"HUM",2012,"FT",24,"40-50",386
"HUM",2012,"FT",24,"50-60",268
"HUM",2012,"FT",24,"60-70",80
"HUM",2012,"FT",24,"70-80",36
"HUM",2012,"FT",24,"80-90",13
"HUM",2012,"FT",24,">100",15
"JOU",2012,"FT",24,"20-30",10
"JOU",2012,"FT",24,"30-40",24
"JOU",2012,"FT",24,"40-50",24
"KRP",2012,"FT",24,"10-20",46
"KRP",2012,"FT",24,"20-30",94
"KRP",2012,"FT",24,"30-40",117
"KRP",2012,"FT",24,"40-50",84
"KRP",2012,"FT",24,"50-60",57
"KRP",2012,"FT",24,"60-70",38
"KRP",2012,"FT",24,"70-80",13
"LAW",2012,"FT",24,"20-30",19
"LAW",2012,"FT",24,"30-40",29
"LAW",2012,"FT",24,"40-50",36
"LAW",2012,"FT",24,"50-60",39
"LAW",2012,"FT",24,"60-70",59
"LAW",2012,"FT",24,"70-80",77
"LAW",2012,"FT",24,"80-90",50
"LAW",2012,"FT",24,"90-100",90
"LAW",2012,"FT",24,">100",69
"MAT",2012,"FT",24,"10-20",14
"MAT",2012,"FT",24,"20-30",23
"MAT",2012,"FT",24,"30-40",32
"MAT",2012,"FT",24,"40-50",39
"MAT",2012,"FT",24,"50-60",46
"MAT",2012,"FT",24,"60-70",36
"MAT",2012,"FT",24,"70-80",37
"MAT",2012,"FT",24,"80-90",13
"MAT",2012,"FT",24,"90-100",12
"MAT",2012,"FT",24,">100",20
"MED",2012,"FT",24,"50-60",53
"MED",2012,"FT",24,"60-70",75
"MED",2012,"FT",24,">100",40
"NUR",2012,"FT",24,"20-30",11
"NUR",2012,"FT",24,"30-40",40
"NUR",2012,"FT",24,"40-50",102
"NUR",2012,"FT",24,"50-60",295
"NUR",2012,"FT",24,"60-70",352
"NUR",2012,"FT",24,"70-80",107
"NUR",2012,"FT",24,"80-90",51
"NUR",2012,"FT",24,"90-100",35
"NUR",2012,"FT",24,">100",19
"OPT",2012,"FT",24,">100",12
"OAS",2012,"FT",24,"0-10",19
"OAS",2012,"FT",24,"10-20",38
"OAS",2012,"FT",24,"20-30",98
"OAS",2012,"FT",24,"30-40",126
"OAS",2012,"FT",24,"40-50",123
"OAS",2012,"FT",24,"50-60",107
"OAS",2012,"FT",24,"60-70",46
"OAS",2012,"FT",24,"70-80",23
"OAS",2012,"FT",24,"80-90",17
"OAS",2012,"FT",24,"90-100",15
"OAS",2012,"FT",24,">100",31
"PHA",2012,"FT",24,"70-80",19
"PHA",2012,"FT",24,"80-90",37
"PHA",2012,"FT",24,"90-100",34
"PHA",2012,"FT",24,">100",40
"PSC",2012,"FT",24,"10-20",13
"PSC",2012,"FT",24,"20-30",37
"PSC",2012,"FT",24,"30-40",32
"PSC",2012,"FT",24,"40-50",32
"PSC",2012,"FT",24,"50-60",35
"PSC",2012,"FT",24,"60-70",14
"PSC",2012,"FT",24,"70-80",11
"SSC",2012,"FT",24,"0-10",99
"SSC",2012,"FT",24,"10-20",346
"SSC",2012,"FT",24,"20-30",631
"SSC",2012,"FT",24,"30-40",908
"SSC",2012,"FT",24,"40-50",879
"SSC",2012,"FT",24,"50-60",634
"SSC",2012,"FT",24,"60-70",319
"SSC",2012,"FT",24,"70-80",143
"SSC",2012,"FT",24,"80-90",58
"SSC",2012,"FT",24,"90-100",33
"SSC",2012,"FT",24,">100",53
"THE",2012,"FT",24,"30-40",11
"THE",2012,"FT",24,"40-50",11
"VME",2012,"FT",24,"60-70",10
"ABS",2012,"PT",6,"0-10",108
"ABS",2012,"PT",6,"10-20",111
"ABS",2012,"PT",6,"20-30",38
"BCO",2012,"PT",6,"0-10",48
"BCO",2012,"PT",6,"10-20",90
"BCO",2012,"PT",6,"20-30",39
"BCO",2012,"PT",6,"30-40",17
"EDU",2012,"PT",6,"0-10",177
"EDU",2012,"PT",6,"10-20",243
"EDU",2012,"PT",6,"20-30",144
"EDU",2012,"PT",6,"30-40",38
"EDU",2012,"PT",6,"40-50",15
"ENG",2012,"PT",6,"0-10",25
"ENG",2012,"PT",6,"10-20",30
"ENG",2012,"PT",6,"20-30",12
"FAA",2012,"PT",6,"0-10",97
"FAA",2012,"PT",6,"10-20",102
"FAA",2012,"PT",6,"20-30",28
"FSN",2012,"PT",6,"0-10",22
"FSN",2012,"PT",6,"10-20",34
"HPR",2012,"PT",6,"0-10",34
"HPR",2012,"PT",6,"10-20",35
"HUM",2012,"PT",6,"0-10",244
"HUM",2012,"PT",6,"10-20",258
"HUM",2012,"PT",6,"20-30",84
"HUM",2012,"PT",6,"30-40",20
"KRP",2012,"PT",6,"0-10",71
"KRP",2012,"PT",6,"10-20",69
"KRP",2012,"PT",6,"20-30",18
"LAW",2012,"PT",6,"10-20",10
"MAT",2012,"PT",6,"0-10",14
"MAT",2012,"PT",6,"10-20",27
"MAT",2012,"PT",6,"20-30",10
"NUR",2012,"PT",6,"0-10",14
"NUR",2012,"PT",6,"10-20",16
"NUR",2012,"PT",6,"20-30",21
"NUR",2012,"PT",6,"30-40",29
"NUR",2012,"PT",6,"40-50",22
"NUR",2012,"PT",6,"50-60",19
"OAS",2012,"PT",6,"0-10",51
"OAS",2012,"PT",6,"10-20",70
"OAS",2012,"PT",6,"20-30",34
"PSC",2012,"PT",6,"10-20",32
"SSC",2012,"PT",6,"0-10",384
"SSC",2012,"PT",6,"10-20",563
"SSC",2012,"PT",6,"20-30",209
"SSC",2012,"PT",6,"30-40",46
"SSC",2012,"PT",6,"40-50",20
"ABS",2012,"PT",24,"0-10",118
"ABS",2012,"PT",24,"10-20",85
"ABS",2012,"PT",24,"20-30",38
"BCO",2012,"PT",24,"0-10",34
"BCO",2012,"PT",24,"10-20",33
"BCO",2012,"PT",24,"20-30",25
"BCO",2012,"PT",24,"30-40",14
"EDU",2012,"PT",24,"0-10",107
"EDU",2012,"PT",24,"10-20",162
"EDU",2012,"PT",24,"20-30",136
"EDU",2012,"PT",24,"30-40",60
"EDU",2012,"PT",24,"40-50",14
"ENG",2012,"PT",24,"0-10",16
"ENG",2012,"PT",24,"10-20",18
"ENG",2012,"PT",24,"20-30",15
"FAA",2012,"PT",24,"0-10",101
"FAA",2012,"PT",24,"10-20",103
"FAA",2012,"PT",24,"20-30",32
"FSN",2012,"PT",24,"0-10",20
"FSN",2012,"PT",24,"10-20",25
"HPR",2012,"PT",24,"0-10",39
"HPR",2012,"PT",24,"10-20",29
"HUM",2012,"PT",24,"0-10",211
"HUM",2012,"PT",24,"10-20",216
"HUM",2012,"PT",24,"20-30",106
"HUM",2012,"PT",24,"30-40",26
"KRP",2012,"PT",24,"0-10",70
"KRP",2012,"PT",24,"10-20",50
"KRP",2012,"PT",24,"20-30",25
"LAW",2012,"PT",24,"0-10",12
"MAT",2012,"PT",24,"0-10",14
"MAT",2012,"PT",24,"10-20",18
"MAT",2012,"PT",24,"20-30",10
"NUR",2012,"PT",24,"10-20",18
"NUR",2012,"PT",24,"20-30",26
"NUR",2012,"PT",24,"30-40",29
"NUR",2012,"PT",24,"40-50",20
"NUR",2012,"PT",24,"50-60",24
"OAS",2012,"PT",24,"0-10",60
"OAS",2012,"PT",24,"10-20",52
"OAS",2012,"PT",24,"20-30",35
"PSC",2012,"PT",24,"0-10",16
"PSC",2012,"PT",24,"10-20",29
"SSC",2012,"PT",24,"0-10",322
"SSC",2012,"PT",24,"10-20",378
"SSC",2012,"PT",24,"20-30",188
"SSC",2012,"PT",24,"30-40",59
"SSC",2012,"PT",24,"40-50",16
"SSC",2012,"PT",24,"50-60",10
"ABS",2011,"FT",6,"0-10",26
"ABS",2011,"FT",6,"10-20",116
"ABS",2011,"FT",6,"20-30",155
"ABS",2011,"FT",6,"30-40",89
"ABS",2011,"FT",6,"40-50",78
"ABS",2011,"FT",6,"50-60",35
"ABS",2011,"FT",6,"60-70",17
"ABS",2011,"FT",6,"70-80",12
"ALA",2011,"FT",6,"30-40",19
"ALA",2011,"FT",6,"40-50",17
"BCO",2011,"FT",6,"0-10",24
"BCO",2011,"FT",6,"10-20",71
"BCO",2011,"FT",6,"20-30",252
"BCO",2011,"FT",6,"30-40",539
"BCO",2011,"FT",6,"40-50",673
"BCO",2011,"FT",6,"50-60",358
"BCO",2011,"FT",6,"60-70",155
"BCO",2011,"FT",6,"70-80",73
"BCO",2011,"FT",6,"80-90",43
"BCO",2011,"FT",6,"90-100",23
"BCO",2011,"FT",6,">100",60
"CSC",2011,"FT",6,"20-30",20
"CSC",2011,"FT",6,"30-40",24
"CSC",2011,"FT",6,"40-50",62
"CSC",2011,"FT",6,"50-60",62
"CSC",2011,"FT",6,"60-70",40
"CSC",2011,"FT",6,"70-80",18
"CSC",2011,"FT",6,"80-90",13
"CSC",2011,"FT",6,"90-100",12
"CSC",2011,"FT",6,">100",19
"DEN",2011,"FT",6,">100",16
"EDU",2011,"FT",6,"0-10",31
"EDU",2011,"FT",6,"10-20",178
"EDU",2011,"FT",6,"20-30",324
"EDU",2011,"FT",6,"30-40",333
"EDU",2011,"FT",6,"40-50",375
"EDU",2011,"FT",6,"50-60",255
"EDU",2011,"FT",6,"60-70",69
"EDU",2011,"FT",6,"70-80",17
"EDU",2011,"FT",6,"80-90",17
"EDU",2011,"FT",6,">100",15
"ENG",2011,"FT",6,"0-10",15
"ENG",2011,"FT",6,"10-20",37
"ENG",2011,"FT",6,"20-30",68
"ENG",2011,"FT",6,"30-40",90
"ENG",2011,"FT",6,"40-50",224
"ENG",2011,"FT",6,"50-60",399
"ENG",2011,"FT",6,"60-70",187
"ENG",2011,"FT",6,"70-80",106
"ENG",2011,"FT",6,"80-90",43
"ENG",2011,"FT",6,"90-100",24
"ENG",2011,"FT",6,">100",49
"FAA",2011,"FT",6,"0-10",17
"FAA",2011,"FT",6,"10-20",121
"FAA",2011,"FT",6,"20-30",129
"FAA",2011,"FT",6,"30-40",121
"FAA",2011,"FT",6,"40-50",64
"FAA",2011,"FT",6,"50-60",19
"FSN",2011,"FT",6,"10-20",16
"FSN",2011,"FT",6,"20-30",22
"FSN",2011,"FT",6,"30-40",30
"HPR",2011,"FT",6,"10-20",29
"HPR",2011,"FT",6,"20-30",49
"HPR",2011,"FT",6,"30-40",35
"HPR",2011,"FT",6,"40-50",39
"HPR",2011,"FT",6,"50-60",61
"HPR",2011,"FT",6,"60-70",36
"HPR",2011,"FT",6,"70-80",27
"HPR",2011,"FT",6,"80-90",11
"HUM",2011,"FT",6,"0-10",63
"HUM",2011,"FT",6,"10-20",209
"HUM",2011,"FT",6,"20-30",338
"HUM",2011,"FT",6,"30-40",280
"HUM",2011,"FT",6,"40-50",166
"HUM",2011,"FT",6,"50-60",87
"HUM",2011,"FT",6,"60-70",27
"HUM",2011,"FT",6,"70-80",13
"JOU",2011,"FT",6,"20-30",19
"JOU",2011,"FT",6,"30-40",24
"KRP",2011,"FT",6,"0-10",24
"KRP",2011,"FT",6,"10-20",73
"KRP",2011,"FT",6,"20-30",133
"KRP",2011,"FT",6,"30-40",80
"KRP",2011,"FT",6,"40-50",40
"KRP",2011,"FT",6,"50-60",29
"KRP",2011,"FT",6,"60-70",14
"LAW",2011,"FT",6,"20-30",25
"LAW",2011,"FT",6,"30-40",52
"LAW",2011,"FT",6,"40-50",70
"LAW",2011,"FT",6,"50-60",74
"LAW",2011,"FT",6,"60-70",43
"LAW",2011,"FT",6,"70-80",70
"LAW",2011,"FT",6,"80-90",15
"LAW",2011,"FT",6,"90-100",19
"LAW",2011,"FT",6,">100",18
"MAT",2011,"FT",6,"10-20",18
"MAT",2011,"FT",6,"20-30",32
"MAT",2011,"FT",6,"30-40",24
"MAT",2011,"FT",6,"40-50",42
"MAT",2011,"FT",6,"50-60",45
"MAT",2011,"FT",6,"60-70",31
"MAT",2011,"FT",6,"70-80",18
"MED",2011,"FT",6,"40-50",26
"MED",2011,"FT",6,"50-60",110
"MED",2011,"FT",6,"60-70",18
"NUR",2011,"FT",6,"20-30",35
"NUR",2011,"FT",6,"30-40",57
"NUR",2011,"FT",6,"40-50",126
"NUR",2011,"FT",6,"50-60",296
"NUR",2011,"FT",6,"60-70",169
"NUR",2011,"FT",6,"70-80",66
"NUR",2011,"FT",6,"80-90",52
"NUR",2011,"FT",6,"90-100",22
"NUR",2011,"FT",6,">100",17
"OAS",2011,"FT",6,"0-10",19
"OAS",2011,"FT",6,"10-20",46
"OAS",2011,"FT",6,"20-30",105
"OAS",2011,"FT",6,"30-40",104
"OAS",2011,"FT",6,"40-50",72
"OAS",2011,"FT",6,"50-60",54
"OAS",2011,"FT",6,"60-70",26
"OAS",2011,"FT",6,"70-80",20
"OAS",2011,"FT",6,"90-100",10
"OAS",2011,"FT",6,">100",14
"PHA",2011,"FT",6,"70-80",14
"PHA",2011,"FT",6,"80-90",27
"PHA",2011,"FT",6,"90-100",23
"PHA",2011,"FT",6,">100",34
"PSC",2011,"FT",6,"10-20",24
"PSC",2011,"FT",6,"20-30",36
"PSC",2011,"FT",6,"30-40",34
"PSC",2011,"FT",6,"40-50",23
"PSC",2011,"FT",6,"50-60",16
"PSC",2011,"FT",6,"60-70",15
"SSC",2011,"FT",6,"0-10",103
"SSC",2011,"FT",6,"10-20",379
"SSC",2011,"FT",6,"20-30",664
"SSC",2011,"FT",6,"30-40",663
"SSC",2011,"FT",6,"40-50",480
"SSC",2011,"FT",6,"50-60",282
"SSC",2011,"FT",6,"60-70",106
"SSC",2011,"FT",6,"70-80",52
"SSC",2011,"FT",6,"80-90",27
"SSC",2011,"FT",6,"90-100",14
"SSC",2011,"FT",6,">100",23
"VME",2011,"FT",6,"60-70",18
"VME",2011,"FT",6,"70-80",15
"ABS",2011,"FT",24,"0-10",18
"ABS",2011,"FT",24,"10-20",74
"ABS",2011,"FT",24,"20-30",104
"ABS",2011,"FT",24,"30-40",120
"ABS",2011,"FT",24,"40-50",118
"ABS",2011,"FT",24,"50-60",75
"ABS",2011,"FT",24,"60-70",36
"ABS",2011,"FT",24,"70-80",30
"ABS",2011,"FT",24,">100",10
"ALA",2011,"FT",24,"30-40",10
"ALA",2011,"FT",24,"40-50",15
"BCO",2011,"FT",24,"0-10",14
"BCO",2011,"FT",24,"10-20",39
"BCO",2011,"FT",24,"20-30",156
"BCO",2011,"FT",24,"30-40",399
"BCO",2011,"FT",24,"40-50",594
"BCO",2011,"FT",24,"50-60",572
"BCO",2011,"FT",24,"60-70",378
"BCO",2011,"FT",24,"70-80",190
"BCO",2011,"FT",24,"80-90",92
"BCO",2011,"FT",24,"90-100",60
"BCO",2011,"FT",24,">100",98
"CSC",2011,"FT",24,"20-30",15
"CSC",2011,"FT",24,"30-40",20
"CSC",2011,"FT",24,"40-50",41
"CSC",2011,"FT",24,"50-60",68
"CSC",2011,"FT",24,"60-70",63
"CSC",2011,"FT",24,"70-80",35
"CSC",2011,"FT",24,"80-90",20
"CSC",2011,"FT",24,"90-100",16
"CSC",2011,"FT",24,">100",30
"DEN",2011,"FT",24,">100",28
"EDU",2011,"FT",24,"0-10",17
"EDU",2011,"FT",24,"10-20",95
"EDU",2011,"FT",24,"20-30",282
"EDU",2011,"FT",24,"30-40",347
"EDU",2011,"FT",24,"40-50",451
"EDU",2011,"FT",24,"50-60",543
"EDU",2011,"FT",24,"60-70",131
"EDU",2011,"FT",24,"70-80",54
"EDU",2011,"FT",24,"80-90",28
"EDU",2011,"FT",24,"90-100",11
"EDU",2011,"FT",24,">100",23
"ENG",2011,"FT",24,"0-10",11
"ENG",2011,"FT",24,"10-20",19
"ENG",2011,"FT",24,"20-30",40
"ENG",2011,"FT",24,"30-40",59
"ENG",2011,"FT",24,"40-50",145
"ENG",2011,"FT",24,"50-60",358
"ENG",2011,"FT",24,"60-70",364
"ENG",2011,"FT",24,"70-80",187
"ENG",2011,"FT",24,"80-90",105
"ENG",2011,"FT",24,"90-100",45
"ENG",2011,"FT",24,">100",102
"FAA",2011,"FT",24,"0-10",28
"FAA",2011,"FT",24,"10-20",80
"FAA",2011,"FT",24,"20-30",131
"FAA",2011,"FT",24,"30-40",153
"FAA",2011,"FT",24,"40-50",103
"FAA",2011,"FT",24,"50-60",59
"FAA",2011,"FT",24,"60-70",23
"FAA",2011,"FT",24,"70-80",10
"FSN",2011,"FT",24,"10-20",11
"FSN",2011,"FT",24,"20-30",24
"FSN",2011,"FT",24,"30-40",40
"FSN",2011,"FT",24,"40-50",19
"FSN",2011,"FT",24,"50-60",24
"FSN",2011,"FT",24,"60-70",28
"HPR",2011,"FT",24,"10-20",13
"HPR",2011,"FT",24,"20-30",35
"HPR",2011,"FT",24,"30-40",36
"HPR",2011,"FT",24,"40-50",61
"HPR",2011,"FT",24,"50-60",68
"HPR",2011,"FT",24,"60-70",72
"HPR",2011,"FT",24,"70-80",35
"HPR",2011,"FT",24,"80-90",14
"HPR",2011,"FT",24,"90-100",12
"HUM",2011,"FT",24,"0-10",38
"HUM",2011,"FT",24,"10-20",183
"HUM",2011,"FT",24,"20-30",302
"HUM",2011,"FT",24,"30-40",384
"HUM",2011,"FT",24,"40-50",323
"HUM",2011,"FT",24,"50-60",212
"HUM",2011,"FT",24,"60-70",71
"HUM",2011,"FT",24,"70-80",29
"HUM",2011,"FT",24,"90-100",10
"HUM",2011,"FT",24,">100",15
"JOU",2011,"FT",24,"30-40",29
"JOU",2011,"FT",24,"40-50",18
"JOU",2011,"FT",24,"50-60",11
"KRP",2011,"FT",24,"0-10",16
"KRP",2011,"FT",24,"10-20",38
"KRP",2011,"FT",24,"20-30",88
"KRP",2011,"FT",24,"30-40",121
"KRP",2011,"FT",24,"40-50",92
"KRP",2011,"FT",24,"50-60",54
"KRP",2011,"FT",24,"60-70",25
"KRP",2011,"FT",24,"70-80",11
"LAW",2011,"FT",24,"20-30",11
"LAW",2011,"FT",24,"30-40",24
"LAW",2011,"FT",24,"40-50",33
"LAW",2011,"FT",24,"50-60",46
"LAW",2011,"FT",24,"60-70",59
"LAW",2011,"FT",24,"70-80",62
"LAW",2011,"FT",24,"80-90",49
