"AcademicYear","University","Question","StudentYear","Score","Percentage"
2011,"MCM","Q1","Sr","S0",.032
2011,"NIP","Q1","Sr","S3",.38
2011,"NIP","Q1","Sr","S2",.5
2011,"NIP","Q1","Sr","S1",.11
2011,"NIP","Q1","Sr","S0",.01
2011,"OCA","Q1","Sr","S3",.2
2011,"OCA","Q1","Sr","S2",.53
2011,"OCA","Q1","Sr","S1",.22
2011,"OCA","Q1","Sr","S0",.05
2011,"OTT","Q1","Sr","S3",.14
2011,"OTT","Q1","Sr","S2",.56
2011,"OTT","Q1","Sr","S1",.26
2011,"OTT","Q1","Sr","S0",.04
2011,"UOI","Q1","Sr","S3",.25
2011,"UOI","Q1","Sr","S2",.53
2011,"UOI","Q1","Sr","S1",.18
2011,"UOI","Q1","Sr","S0",.03
2011,"QUE","Q1","Sr","S3",.49
2011,"QUE","Q1","Sr","S2",.37
2011,"QUE","Q1","Sr","S1",.11
2011,"QUE","Q1","Sr","S0",.03
2011,"RYE","Q1","Sr","S3",.26
2011,"RYE","Q1","Sr","S2",.51
2011,"RYE","Q1","Sr","S1",.19
2011,"RYE","Q1","Sr","S0",.04
2011,"TAC","Q1","Sr","S3",.251
2011,"TAC","Q1","Sr","S2",.463
2011,"TAC","Q1","Sr","S1",.218
2011,"TAC","Q1","Sr","S0",.069
2011,"TSG","Q1","Sr","S3",.251
2011,"TSG","Q1","Sr","S2",.457
2011,"TSG","Q1","Sr","S1",.223
2011,"TSG","Q1","Sr","S0",.068
2011,"TMI","Q1","Sr","S3",.249
2011,"TMI","Q1","Sr","S2",.46
2011,"TMI","Q1","Sr","S1",.215
2011,"TMI","Q1","Sr","S0",.075
2011,"TSC","Q1","Sr","S3",.252
2011,"TSC","Q1","Sr","S2",.484
2011,"TSC","Q1","Sr","S1",.195
2011,"TSC","Q1","Sr","S0",.069
2011,"TRE","Q1","Sr","S3",.418
2011,"TRE","Q1","Sr","S2",.455
2011,"TRE","Q1","Sr","S1",.106
2011,"TRE","Q1","Sr","S0",.021
2011,"WAT","Q1","Sr","S3",.32
2011,"WAT","Q1","Sr","S2",.47
2011,"WAT","Q1","Sr","S1",.15
2011,"WAT","Q1","Sr","S0",.06
2011,"WMC","Q1","Sr","S3",.43
2011,"WMC","Q1","Sr","S2",.43
2011,"WMC","Q1","Sr","S1",.12
2011,"WMC","Q1","Sr","S0",.02
2011,"WBC","Q1","Sr","S3",.63
2011,"WBC","Q1","Sr","S2",.33
2011,"WBC","Q1","Sr","S1",.04
2011,"WHC","Q1","Sr","S3",.72
2011,"WHC","Q1","Sr","S2",.24
2011,"WHC","Q1","Sr","S1",.03
2011,"WHC","Q1","Sr","S0",.01
2011,"WKC","Q1","Sr","S3",.54
2011,"WKC","Q1","Sr","S2",.39
2011,"WKC","Q1","Sr","S1",.06
2011,"WKC","Q1","Sr","S0",.01
2011,"WLA","Q1","Sr","S3",.38
2011,"WLA","Q1","Sr","S2",.47
2011,"WLA","Q1","Sr","S1",.12
2011,"WLA","Q1","Sr","S0",.03
2011,"WIN","Q1","Sr","S3",.25
2011,"WIN","Q1","Sr","S2",.53
2011,"WIN","Q1","Sr","S1",.19
2011,"WIN","Q1","Sr","S0",.03
2011,"YOR","Q1","Sr","S3",.224
2011,"YOR","Q1","Sr","S2",.414
2011,"YOR","Q1","Sr","S1",.237
2011,"YOR","Q1","Sr","S0",.125
2008,"BRO","Q1","Sr","S3",.295
2008,"BRO","Q1","Sr","S2",.543
2008,"BRO","Q1","Sr","S1",.128
2008,"BRO","Q1","Sr","S0",.033
2008,"CAR","Q1","Sr","S3",.255
2008,"CAR","Q1","Sr","S2",.545
2008,"CAR","Q1","Sr","S1",.167
2008,"CAR","Q1","Sr","S0",.032
2008,"GUE","Q1","Sr","S3",.46
2008,"GUE","Q1","Sr","S2",.43
2008,"GUE","Q1","Sr","S1",.09
2008,"GUE","Q1","Sr","S0",.02
2008,"LAK","Q1","Sr","S3",.22
2008,"LAK","Q1","Sr","S2",.5
2008,"LAK","Q1","Sr","S1",.24
2008,"LAK","Q1","Sr","S0",.04
2008,"LAU","Q1","Sr","S3",.21
2008,"LAU","Q1","Sr","S2",.55
2008,"LAU","Q1","Sr","S1",.18
2008,"LAU","Q1","Sr","S0",.07
2008,"MCM","Q1","Sr","S3",.34
2008,"MCM","Q1","Sr","S2",.5
2008,"MCM","Q1","Sr","S1",.13
2008,"MCM","Q1","Sr","S0",.04
2008,"NIP","Q1","Sr","S3",.46
2008,"NIP","Q1","Sr","S2",.44
2008,"NIP","Q1","Sr","S1",.09
2008,"NIP","Q1","Sr","S0",.01
2008,"OCA","Q1","Sr","S3",.168
2008,"OCA","Q1","Sr","S2",.487
2008,"OCA","Q1","Sr","S1",.292
2008,"OCA","Q1","Sr","S0",.053
2008,"OTT","Q1","Sr","S3",.11
2008,"OTT","Q1","Sr","S2",.55
2008,"OTT","Q1","Sr","S1",.27
2008,"OTT","Q1","Sr","S0",.07
2008,"UOI","Q1","Sr","S3",.35
2008,"UOI","Q1","Sr","S2",.47
2008,"UOI","Q1","Sr","S1",.15
2008,"UOI","Q1","Sr","S0",.02
2008,"QUE","Q1","Sr","S3",.44
2008,"QUE","Q1","Sr","S2",.43
2008,"QUE","Q1","Sr","S1",.1
2008,"QUE","Q1","Sr","S0",.02
2008,"RYE","Q1","Sr","S3",.26
2008,"RYE","Q1","Sr","S2",.51
2008,"RYE","Q1","Sr","S1",.19
2008,"RYE","Q1","Sr","S0",.04
2008,"TAC","Q1","Sr","S3",.222
2008,"TAC","Q1","Sr","S2",.469
2008,"TAC","Q1","Sr","S1",.236
2008,"TAC","Q1","Sr","S0",.074
2008,"TSG","Q1","Sr","S3",.225
2008,"TSG","Q1","Sr","S2",.461
2008,"TSG","Q1","Sr","S1",.238
2008,"TSG","Q1","Sr","S0",.076
2008,"TMI","Q1","Sr","S3",.236
2008,"TMI","Q1","Sr","S2",.471
2008,"TMI","Q1","Sr","S1",.206
2008,"TMI","Q1","Sr","S0",.087
2008,"TSC","Q1","Sr","S3",.193
2008,"TSC","Q1","Sr","S2",.539
2008,"TSC","Q1","Sr","S1",.234
2008,"TSC","Q1","Sr","S0",.035
2008,"TRE","Q1","Sr","S3",.41
2008,"TRE","Q1","Sr","S2",.45
2008,"TRE","Q1","Sr","S1",.11
2008,"TRE","Q1","Sr","S0",.02
2008,"WAT","Q1","Sr","S3",.35
2008,"WAT","Q1","Sr","S2",.49
2008,"WAT","Q1","Sr","S1",.13
2008,"WAT","Q1","Sr","S0",.03
2008,"WMC","Q1","Sr","S3",.41
2008,"WMC","Q1","Sr","S2",.44
2008,"WMC","Q1","Sr","S1",.12
2008,"WMC","Q1","Sr","S0",.03
2008,"WBC","Q1","Sr","S3",.57
2008,"WBC","Q1","Sr","S2",.32
2008,"WBC","Q1","Sr","S1",.1
2008,"WBC","Q1","Sr","S0",.01
2008,"WHC","Q1","Sr","S3",.63
2008,"WHC","Q1","Sr","S2",.29
2008,"WHC","Q1","Sr","S1",.06
2008,"WHC","Q1","Sr","S0",.02
2008,"WKC","Q1","Sr","S3",.48
2008,"WKC","Q1","Sr","S2",.41
2008,"WKC","Q1","Sr","S1",.09
2008,"WKC","Q1","Sr","S0",.01
2008,"WLA","Q1","Sr","S3",.4
2008,"WLA","Q1","Sr","S2",.46
2008,"WLA","Q1","Sr","S1",.12
2008,"WLA","Q1","Sr","S0",.02
2008,"WIN","Q1","Sr","S3",.18
2008,"WIN","Q1","Sr","S2",.56
2008,"WIN","Q1","Sr","S1",.21
2008,"WIN","Q1","Sr","S0",.05
2008,"YOR","Q1","Sr","S3",.18
2008,"YOR","Q1","Sr","S2",.52
2008,"YOR","Q1","Sr","S1",.24
2008,"YOR","Q1","Sr","S0",.06
2006,"BRO","Q1","Sr","S3",.37
2006,"BRO","Q1","Sr","S2",.49
2006,"BRO","Q1","Sr","S1",.11
2006,"BRO","Q1","Sr","S0",.03
2006,"CAR","Q1","Sr","S3",.219
2006,"CAR","Q1","Sr","S2",.574
2006,"CAR","Q1","Sr","S1",.175
2006,"CAR","Q1","Sr","S0",.032
2006,"GUE","Q1","Sr","S3",.45
2006,"GUE","Q1","Sr","S2",.44
2006,"GUE","Q1","Sr","S1",.09
2006,"GUE","Q1","Sr","S0",.02
2006,"LAK","Q1","Sr","S3",.204
2006,"LAK","Q1","Sr","S2",.518
2006,"LAK","Q1","Sr","S1",.219
2006,"LAK","Q1","Sr","S0",.059
2006,"LAU","Q1","Sr","S3",.2
2006,"LAU","Q1","Sr","S2",.52
2006,"LAU","Q1","Sr","S1",.22
2006,"LAU","Q1","Sr","S0",.06
2006,"MCM","Q1","Sr","S3",.341
2006,"MCM","Q1","Sr","S2",.468
2006,"MCM","Q1","Sr","S1",.162
2006,"MCM","Q1","Sr","S0",.029
2006,"NIP","Q1","Sr","S3",.36
2006,"NIP","Q1","Sr","S2",.53
2006,"NIP","Q1","Sr","S1",.08
2006,"NIP","Q1","Sr","S0",.03
2006,"OCA","Q1","Sr","S3",.11
2006,"OCA","Q1","Sr","S2",.48
2006,"OCA","Q1","Sr","S1",.28
2006,"OCA","Q1","Sr","S0",.13
2006,"OTT","Q1","Sr","S3",.133
2006,"OTT","Q1","Sr","S2",.544
2006,"OTT","Q1","Sr","S1",.233
2006,"OTT","Q1","Sr","S0",.09
2006,"QUE","Q1","Sr","S3",.41
2006,"QUE","Q1","Sr","S2",.45
2006,"QUE","Q1","Sr","S1",.12
2006,"QUE","Q1","Sr","S0",.02
2006,"RYE","Q1","Sr","S3",.24
2006,"RYE","Q1","Sr","S2",.51
2006,"RYE","Q1","Sr","S1",.2
2006,"RYE","Q1","Sr","S0",.05
2006,"TAC","Q1","Sr","S3",.214
2006,"TAC","Q1","Sr","S2",.491
2006,"TAC","Q1","Sr","S1",.235
2006,"TAC","Q1","Sr","S0",.061
2006,"TSG","Q1","Sr","S3",.214
2006,"TSG","Q1","Sr","S2",.483
2006,"TSG","Q1","Sr","S1",.244
2006,"TSG","Q1","Sr","S0",.059
2006,"TMI","Q1","Sr","S3",.183
2006,"TMI","Q1","Sr","S2",.527
2006,"TMI","Q1","Sr","S1",.223
2006,"TMI","Q1","Sr","S0",.067
2006,"TSC","Q1","Sr","S3",.262
2006,"TSC","Q1","Sr","S2",.476
2006,"TSC","Q1","Sr","S1",.2
2006,"TSC","Q1","Sr","S0",.062
2006,"WAT","Q1","Sr","S3",.361
2006,"WAT","Q1","Sr","S2",.465
2006,"WAT","Q1","Sr","S1",.137
2006,"WAT","Q1","Sr","S0",.036
2006,"WMC","Q1","Sr","S3",.38
2006,"WMC","Q1","Sr","S2",.47
2006,"WMC","Q1","Sr","S1",.12
2006,"WMC","Q1","Sr","S0",.03
2006,"WLA","Q1","Sr","S3",.358
2006,"WLA","Q1","Sr","S2",.516
2006,"WLA","Q1","Sr","S1",.11
2006,"WLA","Q1","Sr","S0",.016
2006,"WIN","Q1","Sr","S3",.23
2006,"WIN","Q1","Sr","S2",.53
2006,"WIN","Q1","Sr","S1",.2
2006,"WIN","Q1","Sr","S0",.04
2006,"YOR","Q1","Sr","S3",.181
2006,"YOR","Q1","Sr","S2",.533
2006,"YOR","Q1","Sr","S1",.235
2006,"YOR","Q1","Sr","S0",.051
2014,"BRO","Q2","Jr","S3",.41
2014,"BRO","Q2","Jr","S2",.45
2014,"BRO","Q2","Jr","S1",.11
2014,"BRO","Q2","Jr","S0",.03
2014,"CAR","Q2","Jr","S3",.369
2014,"CAR","Q2","Jr","S2",.491
2014,"CAR","Q2","Jr","S1",.118
2014,"CAR","Q2","Jr","S0",.022
2014,"GUE","Q2","Jr","S3",.532
2014,"GUE","Q2","Jr","S2",.356
2014,"GUE","Q2","Jr","S1",.09
2014,"GUE","Q2","Jr","S0",.021
2014,"LAK","Q2","Jr","S3",.32
2014,"LAK","Q2","Jr","S2",.47
2014,"LAK","Q2","Jr","S1",.16
2014,"LAK","Q2","Jr","S0",.05
2014,"LAU","Q2","Jr","S3",.346
2014,"LAU","Q2","Jr","S2",.458
2014,"LAU","Q2","Jr","S1",.145
2014,"LAU","Q2","Jr","S0",.05
2014,"MCM","Q2","Jr","S3",.45
2014,"MCM","Q2","Jr","S2",.44
2014,"MCM","Q2","Jr","S1",.08
2014,"MCM","Q2","Jr","S0",.03
2014,"NIP","Q2","Jr","S3",.51
2014,"NIP","Q2","Jr","S2",.4
2014,"NIP","Q2","Jr","S1",.08
2014,"NIP","Q2","Jr","S0",.01
2014,"OCA","Q2","Jr","S3",.35
2014,"OCA","Q2","Jr","S2",.5
2014,"OCA","Q2","Jr","S1",.11
2014,"OCA","Q2","Jr","S0",.04
2014,"OTT","Q2","Jr","S3",.312
2014,"OTT","Q2","Jr","S2",.511
2014,"OTT","Q2","Jr","S1",.148
2014,"OTT","Q2","Jr","S0",.029
2014,"OSP","Q2","Jr","S3",.66
2014,"OSP","Q2","Jr","S2",.3
2014,"OSP","Q2","Jr","S1",.05
2014,"UOI","Q2","Jr","S3",.358
2014,"UOI","Q2","Jr","S2",.458
2014,"UOI","Q2","Jr","S1",.151
2014,"UOI","Q2","Jr","S0",.033
2014,"QUE","Q2","Jr","S3",.599
2014,"QUE","Q2","Jr","S2",.324
2014,"QUE","Q2","Jr","S1",.062
2014,"QUE","Q2","Jr","S0",.014
2014,"RYE","Q2","Jr","S3",.34
2014,"RYE","Q2","Jr","S2",.49
2014,"RYE","Q2","Jr","S1",.13
2014,"RYE","Q2","Jr","S0",.03
2014,"TAC","Q2","Jr","S3",.353
2014,"TAC","Q2","Jr","S2",.454
2014,"TAC","Q2","Jr","S1",.152
2014,"TAC","Q2","Jr","S0",.041
2014,"TSG","Q2","Jr","S3",.39
2014,"TSG","Q2","Jr","S2",.435
2014,"TSG","Q2","Jr","S1",.143
2014,"TSG","Q2","Jr","S0",.032
2014,"TMI","Q2","Jr","S3",.29
2014,"TMI","Q2","Jr","S2",.482
2014,"TMI","Q2","Jr","S1",.169
2014,"TMI","Q2","Jr","S0",.06
2014,"TSC","Q2","Jr","S3",.288
2014,"TSC","Q2","Jr","S2",.494
2014,"TSC","Q2","Jr","S1",.166
2014,"TSC","Q2","Jr","S0",.053
2014,"TRE","Q2","Jr","S3",.402
2014,"TRE","Q2","Jr","S2",.421
2014,"TRE","Q2","Jr","S1",.147
2014,"TRE","Q2","Jr","S0",.031
2014,"WAT","Q2","Jr","S3",.423
2014,"WAT","Q2","Jr","S2",.456
2014,"WAT","Q2","Jr","S1",.094
2014,"WAT","Q2","Jr","S0",.026
2014,"WMC","Q2","Jr","S3",.51
2014,"WMC","Q2","Jr","S2",.39
2014,"WMC","Q2","Jr","S1",.08
2014,"WMC","Q2","Jr","S0",.02
2014,"WBC","Q2","Jr","S3",.46
2014,"WBC","Q2","Jr","S2",.42
2014,"WBC","Q2","Jr","S1",.1
2014,"WBC","Q2","Jr","S0",.02
2014,"WKC","Q2","Jr","S3",.4
2014,"WKC","Q2","Jr","S2",.45
2014,"WKC","Q2","Jr","S1",.14
2014,"WKC","Q2","Jr","S0",.01
2014,"WLA","Q2","Jr","S3",.41
2014,"WLA","Q2","Jr","S2",.45
2014,"WLA","Q2","Jr","S1",.1
2014,"WLA","Q2","Jr","S0",.04
2014,"WIN","Q2","Jr","S3",.29
2014,"WIN","Q2","Jr","S2",.502
2014,"WIN","Q2","Jr","S1",.155
2014,"WIN","Q2","Jr","S0",.053
2014,"YOR","Q2","Jr","S3",.288
2014,"YOR","Q2","Jr","S2",.473
2014,"YOR","Q2","Jr","S1",.191
2014,"YOR","Q2","Jr","S0",.048
2011,"BRO","Q2","Jr","S3",.389
2011,"BRO","Q2","Jr","S2",.434
2011,"BRO","Q2","Jr","S1",.138
2011,"BRO","Q2","Jr","S0",.039
2011,"CAR","Q2","Jr","S3",.41
2011,"CAR","Q2","Jr","S2",.436
2011,"CAR","Q2","Jr","S1",.119
2011,"CAR","Q2","Jr","S0",.035
2011,"GUE","Q2","Jr","S3",.55
2011,"GUE","Q2","Jr","S2",.35
2011,"GUE","Q2","Jr","S1",.08
2011,"GUE","Q2","Jr","S0",.02
2011,"LAK","Q2","Jr","S3",.4
2011,"LAK","Q2","Jr","S2",.43
2011,"LAK","Q2","Jr","S1",.14
2011,"LAK","Q2","Jr","S0",.04
2011,"LAU","Q2","Jr","S3",.367
2011,"LAU","Q2","Jr","S2",.473
2011,"LAU","Q2","Jr","S1",.131
2011,"LAU","Q2","Jr","S0",.029
2011,"MCM","Q2","Jr","S3",.492
2011,"MCM","Q2","Jr","S2",.391
2011,"MCM","Q2","Jr","S1",.088
2011,"MCM","Q2","Jr","S0",.028
2011,"NIP","Q2","Jr","S3",.6
2011,"NIP","Q2","Jr","S2",.33
2011,"NIP","Q2","Jr","S1",.05
2011,"NIP","Q2","Jr","S0",.02
2011,"OCA","Q2","Jr","S3",.46
2011,"OCA","Q2","Jr","S2",.42
2011,"OCA","Q2","Jr","S1",.1
2011,"OCA","Q2","Jr","S0",.02
2011,"OTT","Q2","Jr","S3",.35
2011,"OTT","Q2","Jr","S2",.5
2011,"OTT","Q2","Jr","S1",.13
2011,"OTT","Q2","Jr","S0",.03
2011,"UOI","Q2","Jr","S3",.3
2011,"UOI","Q2","Jr","S2",.49
2011,"UOI","Q2","Jr","S1",.17
2011,"UOI","Q2","Jr","S0",.04
2011,"QUE","Q2","Jr","S3",.6
2011,"QUE","Q2","Jr","S2",.3
2011,"QUE","Q2","Jr","S1",.07
2011,"QUE","Q2","Jr","S0",.02
2011,"RYE","Q2","Jr","S3",.41
2011,"RYE","Q2","Jr","S2",.45
2011,"RYE","Q2","Jr","S1",.11
2011,"RYE","Q2","Jr","S0",.03
2011,"TAC","Q2","Jr","S3",.385
2011,"TAC","Q2","Jr","S2",.43
2011,"TAC","Q2","Jr","S1",.139
2011,"TAC","Q2","Jr","S0",.046
2011,"TSG","Q2","Jr","S3",.415
2011,"TSG","Q2","Jr","S2",.417
2011,"TSG","Q2","Jr","S1",.127
2011,"TSG","Q2","Jr","S0",.041
2011,"TMI","Q2","Jr","S3",.366
2011,"TMI","Q2","Jr","S2",.441
2011,"TMI","Q2","Jr","S1",.144
2011,"TMI","Q2","Jr","S0",.049
2011,"TSC","Q2","Jr","S3",.266
2011,"TSC","Q2","Jr","S2",.48
2011,"TSC","Q2","Jr","S1",.185
2011,"TSC","Q2","Jr","S0",.068
2011,"TRE","Q2","Jr","S3",.475
2011,"TRE","Q2","Jr","S2",.393
2011,"TRE","Q2","Jr","S1",.108
2011,"TRE","Q2","Jr","S0",.024
2011,"WAT","Q2","Jr","S3",.5
2011,"WAT","Q2","Jr","S2",.38
2011,"WAT","Q2","Jr","S1",.09
2011,"WAT","Q2","Jr","S0",.03
2011,"WMC","Q2","Jr","S3",.54
2011,"WMC","Q2","Jr","S2",.36
2011,"WMC","Q2","Jr","S1",.08
2011,"WMC","Q2","Jr","S0",.02
2011,"WBC","Q2","Jr","S3",.4
2011,"WBC","Q2","Jr","S2",.39
2011,"WBC","Q2","Jr","S1",.16
2011,"WBC","Q2","Jr","S0",.04
2011,"WHC","Q2","Jr","S3",.54
2011,"WHC","Q2","Jr","S2",.3
2011,"WHC","Q2","Jr","S1",.11
2011,"WHC","Q2","Jr","S0",.05
2011,"WKC","Q2","Jr","S3",.5
2011,"WKC","Q2","Jr","S2",.38
2011,"WKC","Q2","Jr","S1",.08
2011,"WKC","Q2","Jr","S0",.04
2011,"WLA","Q2","Jr","S3",.5
2011,"WLA","Q2","Jr","S2",.37
2011,"WLA","Q2","Jr","S1",.11
2011,"WLA","Q2","Jr","S0",.03
2011,"WIN","Q2","Jr","S3",.29
2011,"WIN","Q2","Jr","S2",.51
2011,"WIN","Q2","Jr","S1",.14
2011,"WIN","Q2","Jr","S0",.06
2011,"YOR","Q2","Jr","S3",.288
2011,"YOR","Q2","Jr","S2",.496
2011,"YOR","Q2","Jr","S1",.153
2011,"YOR","Q2","Jr","S0",.063
2008,"BRO","Q2","Jr","S3",.393
2008,"BRO","Q2","Jr","S2",.444
2008,"BRO","Q2","Jr","S1",.132
2008,"BRO","Q2","Jr","S0",.031
2008,"CAR","Q2","Jr","S3",.387
2008,"CAR","Q2","Jr","S2",.462
2008,"CAR","Q2","Jr","S1",.12
2008,"CAR","Q2","Jr","S0",.031
2008,"GUE","Q2","Jr","S3",.55
2008,"GUE","Q2","Jr","S2",.35
2008,"GUE","Q2","Jr","S1",.07
2008,"GUE","Q2","Jr","S0",.02
2008,"LAK","Q2","Jr","S3",.34
2008,"LAK","Q2","Jr","S2",.45
2008,"LAK","Q2","Jr","S1",.15
2008,"LAK","Q2","Jr","S0",.06
2008,"LAU","Q2","Jr","S3",.37
2008,"LAU","Q2","Jr","S2",.43
2008,"LAU","Q2","Jr","S1",.12
2008,"LAU","Q2","Jr","S0",.08
2008,"MCM","Q2","Jr","S3",.46
2008,"MCM","Q2","Jr","S2",.37
2008,"MCM","Q2","Jr","S1",.13
2008,"MCM","Q2","Jr","S0",.04
2008,"NIP","Q2","Jr","S3",.55
2008,"NIP","Q2","Jr","S2",.34
2008,"NIP","Q2","Jr","S1",.08
2008,"NIP","Q2","Jr","S0",.03
2008,"OCA","Q2","Jr","S3",.446
2008,"OCA","Q2","Jr","S2",.416
2008,"OCA","Q2","Jr","S1",.115
2008,"OCA","Q2","Jr","S0",.023
2008,"OTT","Q2","Jr","S3",.3
2008,"OTT","Q2","Jr","S2",.5
2008,"OTT","Q2","Jr","S1",.14
2008,"OTT","Q2","Jr","S0",.05
2008,"UOI","Q2","Jr","S3",.43
2008,"UOI","Q2","Jr","S2",.41
2008,"UOI","Q2","Jr","S1",.12
2008,"UOI","Q2","Jr","S0",.04
2008,"QUE","Q2","Jr","S3",.61
2008,"QUE","Q2","Jr","S2",.29
2008,"QUE","Q2","Jr","S1",.08
2008,"QUE","Q2","Jr","S0",.02
2008,"RYE","Q2","Jr","S3",.41
2008,"RYE","Q2","Jr","S2",.45
2008,"RYE","Q2","Jr","S1",.11
2008,"RYE","Q2","Jr","S0",.03
2008,"TAC","Q2","Jr","S3",.341
2008,"TAC","Q2","Jr","S2",.446
2008,"TAC","Q2","Jr","S1",.155
2008,"TAC","Q2","Jr","S0",.058
2008,"TSG","Q2","Jr","S3",.35
2008,"TSG","Q2","Jr","S2",.437
